<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
14.06.2021;0;12778.0000000;12905.0000000;12767.0000000;12850.0000000;187
15.06.2021;0;12850.0000000;12881.0000000;12687.0000000;12707.0000000;198
16.06.2021;0;12690.0000000;12707.0000000;12550.0000000;12699.0000000;367
17.06.2021;0;12607.0000000;12716.0000000;12604.0000000;12650.0000000;135
18.06.2021;0;12628.0000000;12640.0000000;12475.0000000;12575.0000000;2333
21.06.2021;0;12565.0000000;12735.0000000;12559.0000000;12735.0000000;335
22.06.2021;0;12735.0000000;12783.0000000;12607.0000000;12636.0000000;244
23.06.2021;0;12660.0000000;12760.0000000;12540.0000000;12741.0000000;1804
24.06.2021;0;12767.0000000;12879.0000000;12702.0000000;12859.0000000;179
25.06.2021;0;12901.0000000;12901.0000000;12816.0000000;12884.0000000;115
28.06.2021;0;12930.0000000;12931.0000000;12637.0000000;12720.0000000;259
29.06.2021;0;12788.0000000;12865.0000000;12660.0000000;12678.0000000;218
30.06.2021;0;12685.0000000;12859.0000000;12650.0000000;12838.0000000;147
01.07.2021;0;12850.0000000;13037.0000000;12755.0000000;12990.0000000;341
02.07.2021;0;13063.0000000;13099.0000000;12860.0000000;13063.0000000;936
06.07.2021;0;12990.0000000;13092.0000000;12839.0000000;12926.0000000;761
07.07.2021;0;12900.0000000;13198.0000000;12850.0000000;12924.0000000;1989
08.07.2021;0;12877.0000000;12958.0000000;12750.0000000;12937.0000000;260
09.07.2021;0;12937.0000000;13200.0000000;12760.0000000;13128.0000000;664
12.07.2021;0;13165.0000000;13809.0000000;13138.0000000;13710.0000000;1026
13.07.2021;0;13629.0000000;13723.0000000;13009.0000000;13615.0000000;2275
14.07.2021;0;13551.0000000;13783.0000000;13526.0000000;13606.0000000;336
15.07.2021;0;13571.0000000;13775.0000000;13530.0000000;13683.0000000;363
16.07.2021;0;13626.0000000;13743.0000000;13272.0000000;13272.0000000;443
19.07.2021;0;13333.0000000;13333.0000000;12873.0000000;12927.0000000;499
20.07.2021;0;13000.0000000;13193.0000000;12889.0000000;13079.0000000;592
21.07.2021;0;13220.0000000;13300.0000000;12982.0000000;13080.0000000;856
22.07.2021;0;13113.0000000;13113.0000000;12874.0000000;12933.0000000;348
23.07.2021;0;12920.0000000;13007.0000000;12915.0000000;12970.0000000;80
26.07.2021;0;13011.0000000;13154.0000000;12938.0000000;13152.0000000;463
27.07.2021;0;13172.0000000;13238.0000000;13010.0000000;13205.0000000;511
28.07.2021;0;13207.0000000;13285.0000000;13126.0000000;13150.0000000;373
29.07.2021;0;13197.0000000;13248.0000000;13018.0000000;13018.0000000;686
30.07.2021;0;13019.0000000;13050.0000000;12833.0000000;12871.0000000;356
02.08.2021;0;12998.0000000;12998.0000000;12798.0000000;12798.0000000;650
03.08.2021;0;12796.0000000;12874.0000000;12515.0000000;12664.0000000;318
04.08.2021;0;12617.0000000;12650.0000000;12533.0000000;12610.0000000;353
05.08.2021;0;12691.0000000;12935.0000000;12596.0000000;12923.0000000;435
06.08.2021;0;12892.0000000;13090.0000000;12885.0000000;13018.0000000;314
