<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
06.07.2021;0;10246.0000000;10614.0000000;10193.0000000;10556.0000000;21966
07.07.2021;0;10610.0000000;10829.0000000;10506.0000000;10815.0000000;11328
08.07.2021;0;11000.0000000;11000.0000000;10348.0000000;10711.0000000;23783
09.07.2021;0;10710.0000000;10839.0000000;10461.0000000;10762.0000000;6938
12.07.2021;0;10771.0000000;10908.0000000;10740.0000000;10745.0000000;7236
13.07.2021;0;10682.0000000;10920.0000000;10638.0000000;10819.0000000;6798
14.07.2021;0;10849.0000000;11088.0000000;10828.0000000;11040.0000000;11139
15.07.2021;0;11040.0000000;11127.0000000;10953.0000000;11020.0000000;8084
16.07.2021;0;11006.0000000;11126.0000000;10701.0000000;10835.0000000;5670
19.07.2021;0;10895.0000000;10895.0000000;10550.0000000;10676.0000000;10995
20.07.2021;0;10752.0000000;10932.0000000;10633.0000000;10847.0000000;3034
21.07.2021;0;10876.0000000;10922.0000000;10718.0000000;10754.0000000;4394
22.07.2021;0;10754.0000000;10943.0000000;10726.0000000;10841.0000000;2912
23.07.2021;0;10841.0000000;10968.0000000;10822.0000000;10950.0000000;2871
26.07.2021;0;11000.0000000;11056.0000000;10919.0000000;10988.0000000;6084
27.07.2021;0;11050.0000000;11050.0000000;10600.0000000;10766.0000000;8287
28.07.2021;0;10799.0000000;10840.0000000;10509.0000000;10691.0000000;7600
29.07.2021;0;10663.0000000;10734.0000000;10584.0000000;10611.0000000;5536
30.07.2021;0;10611.0000000;10700.0000000;10515.0000000;10657.0000000;9386
02.08.2021;0;10670.0000000;10776.0000000;10573.0000000;10638.0000000;3452
03.08.2021;0;10732.0000000;10795.0000000;10608.0000000;10738.0000000;2668
04.08.2021;0;10738.0000000;10790.0000000;10700.0000000;10754.0000000;1638
05.08.2021;0;10756.0000000;10800.0000000;10700.0000000;10748.0000000;1230
06.08.2021;0;10780.0000000;10796.0000000;10649.0000000;10701.0000000;2301
09.08.2021;0;10799.0000000;10799.0000000;10650.0000000;10774.0000000;2969
10.08.2021;0;11045.0000000;11045.0000000;10677.0000000;10769.0000000;3671
11.08.2021;0;10740.0000000;10812.0000000;10690.0000000;10699.0000000;1946
12.08.2021;0;10740.0000000;10980.0000000;10692.0000000;10954.0000000;4312
13.08.2021;0;10955.0000000;10968.0000000;10858.0000000;10900.0000000;3089
16.08.2021;0;10900.0000000;11098.0000000;10758.0000000;11076.0000000;8692
17.08.2021;0;11076.0000000;11135.0000000;10965.0000000;11056.0000000;6820
18.08.2021;0;11056.0000000;11101.0000000;10784.0000000;10784.0000000;2254
19.08.2021;0;10816.0000000;10981.0000000;10697.0000000;10870.0000000;8119
20.08.2021;0;10870.0000000;11043.0000000;10856.0000000;11011.0000000;2794
23.08.2021;0;11012.0000000;11124.0000000;10965.0000000;11102.0000000;4995
24.08.2021;0;11120.0000000;11125.0000000;11027.0000000;11030.0000000;2896
25.08.2021;0;11101.0000000;11120.0000000;10934.0000000;10965.0000000;2357
26.08.2021;0;10965.0000000;11051.0000000;10940.0000000;10950.0000000;1632
27.08.2021;0;10951.0000000;10989.0000000;10868.0000000;10935.0000000;2940
30.08.2021;0;10942.0000000;11281.0000000;10933.0000000;11256.0000000;7378
31.08.2021;0;11411.0000000;11411.0000000;11000.0000000;11103.0000000;3909
01.09.2021;0;11278.0000000;11400.0000000;11074.0000000;11121.0000000;6897
02.09.2021;0;11499.0000000;11499.0000000;11120.0000000;11215.0000000;3057
03.09.2021;0;11204.0000000;11241.0000000;11147.0000000;11230.0000000;3095
07.09.2021;0;11364.0000000;11523.0000000;11301.0000000;11490.0000000;7699
08.09.2021;0;11540.0000000;11562.0000000;11300.0000000;11360.0000000;5760
09.09.2021;0;11334.0000000;11390.0000000;11234.0000000;11282.0000000;3457
10.09.2021;0;11284.0000000;11318.0000000;10869.0000000;10901.0000000;11814
13.09.2021;0;11082.0000000;11082.0000000;10831.0000000;10893.0000000;10878
14.09.2021;0;10944.0000000;10980.0000000;10720.0000000;10793.0000000;8036
15.09.2021;0;10793.0000000;10878.0000000;10622.0000000;10765.0000000;5279
16.09.2021;0;10800.0000000;10806.0000000;10687.0000000;10780.0000000;3370
17.09.2021;0;10796.0000000;10830.0000000;10629.0000000;10630.0000000;4015
20.09.2021;0;10543.0000000;10629.0000000;10399.0000000;10502.0000000;6942
21.09.2021;0;10542.0000000;10604.0000000;10460.0000000;10460.0000000;3463
22.09.2021;0;10460.0000000;10677.0000000;10460.0000000;10648.0000000;5801
23.09.2021;0;10656.0000000;10850.0000000;10594.0000000;10700.0000000;4772
